ObservationID,ParcelleID,DateObservation,Temperature,Humidite,Pluviometrie_mm,NDVI,Capteur,StadeCulture,RendementEstime_t_ha,RendementMoyenZone_t_ha,AnomalieLabel
OBS004021,P0010,2025-01-19 09:31:57,,62.8,3.6,0.7514,Station_Sol,Maturation,4.34,2.92,0
OBS004022,P0055,2024-05-19 05:25:34,22.9,69.4,4.2,0.3673,Satellite,Tallage,3.46,3.23,0
OBS004023,P0010,2025-06-17 16:44:53,26.5,92.9,5.4,,Manuel,Tallage,2.71,4.03,0
OBS004024,P0019,2025-05-29 19:08:43,16.1,72.2,17.0,0.3854,Satellite,Tallage,1.89,2.25,0
OBS004025,P0329,2024-03-31 11:49:14,2.9,55.2,5.4,0.4816,Satellite,Semis,6.42,9.02,0
OBS004026,P0427,2024-08-27 19:26:59,28.3,53.4,3.6,0.6689,Station_Sol,Maturation,4.44,2.94,0
OBS004027,P0237,2024-09-29 19:19:42,19.2,43.8,,0.3445,Manuel,Maturation,10.33,8.93,0
OBS004028,P0086,2024-07-31 09:02:00,30.8,88.7,14.4,0.5614,Satellite,Tallage,6.88,7.23,0
OBS004029,P0272,2024-08-28 14:42:27,24.9,80.3,21.3,0.3834,Satellite,Floraison,5.4,5.84,0
OBS004030,P0275,2024-09-30 08:04:35,20.2,77.5,8.1,0.4061,Drone,Maturation,8.65,9.15,0
OBS004031,P0490,2024-12-31 07:49:30,-0.2,84.9,4.6,0.824,Drone,Récolte,1.85,2.41,0
OBS004032,P0427,2025-03-13 06:57:56,9.3,61.5,23.3,0.5651,Station_Sol,Levée,4.44,4.33,0
OBS004033,P0015,2025-04-28 14:10:12,8.0,41.9,22.3,0.4924,Station_Sol,Tallage,,7.48,0
OBS004034,P0316,2024-10-09 09:09:12,11.8,69.3,1.9,0.627,Manuel,Récolte,6.4,5.89,0
OBS004035,P0018,2024-11-09 13:48:38,8.6,58.0,8.3,0.4279,Satellite,Maturation,2.57,3.74,0
OBS004036,P0478,2025-04-01 07:38:12,14.3,86.1,1.2,0.8952,Station_Sol,Levée,5.98,7.67,0
OBS004037,P0435,2024-05-30 09:25:31,20.0,66.8,4.7,0.6467,Manuel,Levée,3.28,4.01,0
OBS004038,P0163,2025-02-27 13:11:01,5.9,42.5,0.6,0.4258,Satellite,Semis,2.8,2.86,0
OBS004039,P0061,2025-01-29 11:02:27,17.6,83.5,113.1,0.2154,Satellite,Récolte,1.86,8.03,1
OBS004040,P0355,2025-01-17 08:31:40,4.1,51.4,1.6,0.697,Satellite,Récolte,2.56,2.74,0
OBS004041,P0458,2025-07-12 18:29:17,25.2,57.4,6.1,0.6873,Station_Sol,Floraison,8.3,7.41,0
OBS004042,P0274,2025-08-10 10:16:09,36.8,54.1,2.6,0.8577,Station_Sol,Floraison,4.59,8.38,1
OBS004043,P0133,2025-02-04 07:42:25,4.2,63.4,0.0,0.3636,Satellite,Semis,2.63,2.32,0
OBS004044,P0017,2024-03-04 05:37:58,7.4,66.7,24.3,0.227,Manuel,Levée,2.9,5.62,1
OBS004045,P0258,2025-02-13 11:28:26,2.7,90.9,4.3,0.8821,Drone,Levée,2.19,2.57,0
OBS004046,P0296,2025-06-30 10:14:42,22.6,63.0,1.9,0.3978,Satellite,Tallage,2.49,3.81,0
OBS004047,P0223,2024-04-08 06:21:45,15.1,90.6,3.9,2.4537,Satellite,Tallage,7.97,9.0,0
OBS004048,P0326,2025-03-05 05:35:35,7.0,90.5,12.6,0.5471,Satellite,Levée,10.9,8.84,0
OBS004049,P0052,2025-05-29 13:52:21,23.4,40.6,2.2,0.5764,Station_Sol,Levée,3.0,3.08,0
OBS004050,P0271,2025-05-23 17:12:55,17.6,79.0,10.7,0.6486,Drone,Tallage,9.53,7.77,0
OBS004051,P0109,2025-03-11 14:11:16,11.4,70.3,3.7,0.6098,Satellite,Semis,9.58,9.0,0
OBS004052,P0044,2025-05-16 18:22:39,21.8,39.4,3.0,0.7296,Station_Sol,Tallage,7.31,6.6,0
OBS004053,P0236,2024-05-11 11:39:25,17.0,59.0,1.4,0.7561,Station_Sol,Levée,2.34,2.7,0
OBS004054,P0259,2025-10-08 12:43:05,13.6,18.6,79.2,0.6509,Satellite,Maturation,2.33,1.97,1
OBS004055,P0220,2024-04-04 05:23:11,9.6,90.4,1.2,0.7561,Satellite,Tallage,2.93,3.48,0
OBS004056,P0086,2024-06-06 16:20:30,18.6,76.7,0.7,0.8724,Station_Sol,Tallage,6.21,8.58,0
OBS004057,P0304,2024-03-28 16:03:45,,83.2,11.7,0.6808,Station_Sol,Levée,5.51,7.79,0
OBS004058,P0414,2024-10-06 19:10:07,12.4,91.2,9.5,0.8734,Station_Sol,Maturation,9.51,7.47,0
OBS004059,P0382,2025-02-06 15:10:04,9.1,71.7,11.7,0.3451,Manuel,Semis,8.65,10.24,0
OBS004060,P0111,2025-04-18 11:40:39,14.0,57.6,3.2,0.5851,Satellite,Tallage,4.38,3.56,0
OBS004061,P0442,2025-02-21 10:34:49,3.9,86.7,-9.7,0.5613,Satellite,Semis,5.77,8.52,0
OBS004062,P0098,2024-04-12 07:56:31,15.9,77.1,1.0,0.3937,Satellite,Tallage,5.79,6.63,0
OBS004063,P0126,2025-10-04 05:43:16,16.0,78.3,7.8,0.5601,Satellite,Récolte,2.37,3.19,0
OBS004064,P0044,2025-02-09 14:25:08,9.6,45.1,39.7,0.8085,Station_Sol,Levée,5.85,6.74,0
OBS004065,P0304,2024-04-18 07:13:12,11.0,46.1,6.4,0.5742,Drone,Tallage,9.5,7.49,0
OBS004066,P0066,2025-06-20 20:14:03,18.0,55.9,0.6,0.4203,Satellite,Tallage,3.96,3.86,0
OBS004067,P0452,2024-06-23 17:55:15,23.5,83.3,2.1,0.5613,Satellite,Floraison,3.17,3.73,0
OBS004068,P0231,2024-11-22 07:45:23,6.5,65.2,51.3,0.1887,Station_Sol,Maturation,1.87,2.13,1
OBS004069,P0127,2024-07-03 13:09:07,24.5,54.7,1.8,0.6038,Satellite,Floraison,9.74,7.25,0
OBS004070,P0317,2024-11-05 16:04:27,,89.6,14.1,0.7235,Station_Sol,Maturation,2.19,2.88,0
OBS004071,P0490,2025-09-06 10:55:59,,35.6,4.2,0.7044,Drone,Maturation,3.01,3.33,0
OBS004072,P0219,2025-06-12 20:06:23,34.2,54.6,7.5,0.6905,Station_Sol,Floraison,2.72,8.3,1
OBS004073,P0179,2025-06-10 12:28:20,25.9,43.2,4.9,0.3012,Station_Sol,Tallage,1.99,2.42,0
OBS004074,P0076,2025-06-16 08:38:23,24.2,91.6,7.9,0.7549,Station_Sol,Floraison,6.42,9.05,0
OBS004075,P0306,2025-03-13 08:45:29,12.3,36.7,5.2,0.707,Satellite,Semis,3.16,2.49,0
OBS004076,P0070,2024-04-19 07:04:37,12.0,81.5,6.0,0.8118,Station_Sol,Levée,2.71,2.17,0
OBS004077,P0382,2024-07-14 07:14:46,23.5,93.0,10.7,0.5755,Station_Sol,Tallage,11.07,9.74,0
OBS004078,P0437,2024-11-16 08:51:37,9.0,94.5,,0.9002,Manuel,Récolte,3.59,2.7,0
OBS004079,P0198,2025-01-18 14:00:57,0.7,49.2,0.2,0.4127,Drone,Récolte,6.66,6.83,0
OBS004080,P0253,2025-04-27 08:50:25,16.0,55.1,8.4,0.3366,Drone,Tallage,5.46,7.67,0
OBS004081,P0022,2025-06-04 14:16:24,18.0,93.6,6.6,0.7087,Station_Sol,Tallage,2.12,2.91,0
OBS004082,P0041,2025-07-08 16:40:34,24.8,83.0,7.2,0.6058,Satellite,Tallage,2.28,3.25,0
OBS004083,P0233,2025-01-12 18:13:33,3.6,37.8,16.0,0.7666,Satellite,Récolte,6.63,8.14,0
OBS004084,P0123,2025-09-28 07:52:11,25.5,56.4,4.4,0.6154,Satellite,Maturation,3.39,3.81,0
OBS004085,P0048,2024-06-28 11:14:59,28.4,48.4,78.6,0.4108,Station_Sol,Tallage,5.31,7.41,0
OBS004086,P0265,2024-09-28 14:19:31,27.8,92.9,1.3,0.8501,Satellite,Floraison,6.88,6.44,0
OBS004087,P0404,2025-01-12 14:17:11,0.2,79.5,13.8,1.7394,Satellite,Maturation,3.14,3.3,0
OBS004088,P0044,2025-04-22 13:16:49,15.3,86.8,4.6,0.5602,Satellite,Levée,5.26,6.21,0
OBS004089,P0032,2024-06-11 13:31:37,20.9,48.0,26.8,0.7457,Satellite,Tallage,4.75,6.06,0
OBS004090,P0125,2025-03-13 10:28:36,14.4,84.8,87.0,0.0565,Station_Sol,Semis,3.15,4.55,1
OBS004091,P0352,2025-06-11 06:27:09,17.5,47.6,0.3,0.4544,Station_Sol,Tallage,4.24,5.49,0
OBS004092,P0476,2025-06-14 16:36:23,,45.1,1.0,0.451,Station_Sol,Tallage,5.66,6.08,0
OBS004093,P0224,2024-08-01 17:40:53,26.0,60.4,9.1,0.708,Satellite,Maturation,9.86,8.04,0
OBS004094,P0468,2024-09-14 19:52:40,18.7,56.0,3.1,0.4419,Station_Sol,Maturation,4.36,5.92,0
OBS004095,P0078,2024-09-30 05:56:07,18.3,73.1,12.6,0.3501,Satellite,Maturation,2.74,1.33,0
OBS004096,P0471,2025-04-06 08:29:55,16.7,72.9,3.4,0.8974,Satellite,Levée,7.67,5.82,0
OBS004097,P0105,2024-11-12 20:00:34,8.6,68.3,10.1,0.5699,Drone,Maturation,6.56,7.47,0
OBS004098,P0296,2025-09-11 13:07:53,25.4,39.1,5.0,0.616,Station_Sol,Maturation,3.63,3.45,0
OBS004099,P0423,2025-04-21 16:51:25,18.3,39.4,0.1,0.431,Manuel,Tallage,9.36,7.27,0
OBS004100,P0104,2024-08-13 16:04:18,21.4,41.8,2.0,0.6137,Station_Sol,Maturation,6.84,8.56,0
OBS004101,P0312,2024-04-25 17:59:11,28.9,80.9,90.9,0.2491,Drone,Tallage,7.0,9.44,1
OBS004102,P0170,2025-08-30 16:14:13,25.7,90.9,15.9,0.3223,Satellite,Floraison,2.54,1.91,0
OBS004103,P0290,2024-04-26 12:26:13,16.0,81.9,1.7,0.7951,Drone,Levée,3.74,3.2,0
OBS004104,P0137,2024-03-10 05:08:51,6.7,74.1,3.7,0.9116,Manuel,Levée,3.09,2.38,0
OBS004105,P0399,2025-06-09 10:16:04,21.9,81.6,4.3,0.4681,Manuel,Floraison,6.74,5.88,0
OBS004106,P0484,2024-05-14 05:20:30,,91.5,2.1,0.7222,Manuel,Levée,4.89,5.8,0
OBS004107,P0067,2025-03-18 14:12:25,12.6,45.2,2.5,,Station_Sol,Semis,8.16,7.87,0
OBS004108,P0118,2025-05-13 06:21:30,16.4,54.6,10.1,0.3151,Drone,Tallage,5.19,6.04,0
OBS004109,P0191,2025-06-09 09:52:35,18.6,42.8,2.2,1.8498,Drone,Floraison,7.18,9.35,0
OBS004110,P0064,2025-05-31 07:18:27,15.5,67.4,1.1,0.4782,Manuel,Tallage,8.99,8.89,0
OBS004111,P0269,2024-05-31 08:35:25,21.0,75.0,8.8,0.5917,Satellite,Levée,1.87,2.57,0
OBS004112,P0474,2025-06-16 12:09:51,21.5,81.9,30.6,0.8705,Station_Sol,Tallage,3.11,3.55,0
OBS004113,P0308,2025-07-21 06:29:01,25.1,90.6,28.3,0.5202,Station_Sol,Tallage,2.5,3.37,0
OBS004114,P0289,2025-05-04 07:11:49,15.9,76.8,9.4,0.6324,Station_Sol,Levée,8.59,9.65,0
OBS004115,P0166,2025-09-06 12:41:48,12.9,82.0,0.5,0.8443,Satellite,Maturation,7.84,8.96,0
OBS004116,P0149,2024-11-14 11:39:50,3.2,80.3,4.6,0.4949,Station_Sol,Récolte,2.24,2.89,0
OBS004117,P0234,2024-06-16 07:43:00,17.1,51.3,4.5,0.5017,Drone,Tallage,2.58,3.28,0
OBS004118,P0044,2025-05-01 07:30:02,21.0,61.1,2.8,0.7971,Station_Sol,Tallage,4.98,5.34,0
OBS004119,P0012,2024-05-07 11:12:38,16.9,40.1,1.1,0.3813,Satellite,Tallage,,8.62,0
OBS004120,P0115,2024-12-24 06:41:16,3.1,,15.2,0.544,Satellite,Récolte,2.4,2.67,0
OBS004121,P0335,2025-07-02 20:54:53,,79.4,2.3,0.8014,Satellite,Floraison,8.07,7.15,0
OBS004122,P0263,2025-06-22 07:36:07,22.7,45.3,3.5,0.3359,Satellite,Tallage,2.8,1.86,0
OBS004123,P0266,2025-05-06 05:54:56,18.4,42.7,5.0,0.3064,Satellite,Tallage,7.22,6.67,0
OBS004124,P0003,2025-02-02 06:36:35,2.7,39.1,9.6,0.4348,Manuel,Levée,7.21,5.91,0
OBS004125,P0250,2025-02-08 09:05:00,8.3,82.3,0.2,0.5989,Satellite,Semis,9.49,9.13,0
OBS004126,P0303,2024-06-27 09:24:35,22.6,54.5,1.2,0.5687,Satellite,Tallage,3.97,3.04,0
OBS004127,P0212,2025-07-07 18:52:37,13.8,84.2,6.8,0.6801,Station_Sol,Floraison,2.49,2.7,0
OBS004128,P0371,2024-11-14 17:23:48,7.8,62.5,4.9,0.6086,Station_Sol,Maturation,8.53,7.5,0
OBS004129,P0381,2025-08-28 18:13:36,27.8,78.0,18.8,0.6311,Manuel,Maturation,3.04,1.63,0
OBS004130,P0423,2024-06-20 10:49:25,21.8,61.2,4.8,0.7629,Satellite,Tallage,5.42,8.02,0
OBS004131,P0153,2025-08-13 16:06:51,25.9,86.4,1.9,0.5355,Station_Sol,Floraison,9.39,9.19,0
OBS004132,P0144,2024-05-31 15:10:00,18.6,61.6,1.0,0.7659,Manuel,Tallage,7.64,5.62,0
OBS004133,P0305,2025-05-17 08:49:00,18.9,63.2,2.6,0.5144,Station_Sol,Levée,,5.92,0
OBS004134,P0236,2025-01-11 17:58:38,6.8,38.6,7.8,0.8022,Satellite,Récolte,1.97,2.13,0
OBS004135,P0210,2024-04-11 17:51:19,17.9,,2.2,0.8674,Station_Sol,Tallage,2.42,3.71,0
OBS004136,P0500,2024-04-03 13:33:01,17.9,50.7,0.9,0.7846,Drone,Levée,6.24,5.7,0
OBS004137,P0016,2024-10-03 08:48:35,13.7,85.5,1.7,0.8558,Station_Sol,Maturation,2.81,2.83,0
OBS004138,P0490,2024-08-17 18:48:47,20.2,90.7,3.5,0.7069,Manuel,Maturation,2.55,1.46,0
OBS004139,P0124,2025-01-05 19:03:36,3.6,82.5,2.3,0.4486,Manuel,Récolte,3.24,2.06,0
OBS004140,P0001,2024-07-29 14:29:06,25.3,91.4,5.9,0.326,Satellite,Floraison,2.83,3.99,0
OBS004141,P0187,2024-09-21 17:34:50,21.0,46.5,5.8,0.5892,Station_Sol,Floraison,2.3,2.81,0
OBS004142,P0180,2024-03-31 20:26:22,5.9,70.5,2.3,0.4834,Manuel,Semis,6.79,6.27,0
OBS004143,P0499,2025-10-17 13:04:37,14.0,36.8,8.1,0.6215,Station_Sol,Maturation,1.7,4.07,1
OBS004144,P0056,2024-10-22 06:29:04,17.2,88.6,4.2,0.6497,Satellite,Maturation,3.51,4.08,0
OBS004145,P0185,2024-12-29 13:05:06,3.8,48.8,15.4,0.4133,Satellite,Maturation,5.48,7.96,0
OBS004146,P0322,2025-04-24 13:23:24,16.1,39.9,1.5,0.7769,Drone,Tallage,7.1,7.94,0
OBS004147,P0414,2024-07-22 19:41:32,23.8,56.4,1.6,0.868,Manuel,Floraison,7.3,8.1,0
OBS004148,P0307,2024-09-02 11:35:34,15.6,87.7,107.7,0.664,Station_Sol,Maturation,8.55,7.42,1
OBS004149,P0309,2024-12-24 20:54:06,15.8,22.7,7.4,0.5115,Manuel,Maturation,6.96,8.5,1
OBS004150,P0054,2025-03-31 07:44:11,7.9,62.8,6.8,0.4071,Manuel,Levée,7.16,5.96,0
OBS004151,P0403,2024-11-08 16:31:12,10.1,76.6,0.8,,Drone,Maturation,9.34,9.08,0
OBS004152,P0147,2024-12-01 14:07:15,2.4,92.6,5.4,0.5997,Satellite,Maturation,7.28,5.8,0
OBS004153,P0362,2024-08-13 17:55:04,24.1,62.8,4.0,0.4895,Satellite,Maturation,7.34,9.06,0
OBS004154,P0277,2025-01-07 12:02:43,4.2,82.0,3.0,0.8264,Satellite,Maturation,6.38,7.76,0
OBS004155,P0471,2024-10-29 12:09:50,12.9,89.9,5.1,0.663,Station_Sol,Récolte,7.44,5.47,0
OBS004156,P0145,2025-10-08 17:53:29,14.5,50.2,0.1,0.7279,Station_Sol,Récolte,7.4,7.8,0
OBS004157,P0227,2025-02-05 18:52:05,3.3,55.9,25.8,0.7016,Satellite,Levée,5.95,8.22,0
OBS004158,P0120,2025-03-10 06:56:48,12.1,82.7,3.2,,Station_Sol,Semis,7.61,7.63,0
OBS004159,P0130,2024-10-04 12:09:29,,83.6,,0.586,Satellite,Maturation,2.66,4.29,0
OBS004160,P0279,2025-04-15 11:45:46,16.3,56.2,18.3,,Satellite,Tallage,4.3,5.27,0
OBS004161,P0330,2025-03-24 19:11:32,20.0,62.1,109.9,0.6511,Satellite,Levée,3.47,3.58,1
OBS004162,P0336,2025-02-22 07:13:33,2.6,72.5,2.6,0.7766,Station_Sol,Levée,11.39,8.21,0
OBS004163,P0405,2025-06-24 15:18:00,22.9,71.1,0.1,0.0953,Satellite,Tallage,0.72,3.5,1
OBS004164,P0458,2025-04-07 15:09:52,14.0,53.5,4.0,0.4257,Station_Sol,Levée,5.84,7.58,0
OBS004165,P0406,2025-03-15 11:23:59,12.0,60.1,9.0,0.3809,Station_Sol,Semis,10.5,8.22,0
OBS004166,P0392,2024-07-29 17:07:52,25.4,42.2,3.0,0.6879,Satellite,Tallage,1.01,2.18,1
OBS004167,P0361,2025-04-15 20:19:19,14.5,47.9,5.6,0.4882,Drone,Levée,5.95,6.09,0
OBS004168,P0450,2024-09-05 07:01:54,25.9,47.4,20.6,0.3352,Satellite,Floraison,5.7,6.51,0
OBS004169,P0398,2025-01-26 14:31:50,5.4,41.7,9.1,0.5923,Station_Sol,Maturation,5.49,5.71,0
OBS004170,P0072,2024-05-24 11:11:38,16.9,89.9,0.4,0.9056,Station_Sol,Levée,1.37,4.04,1
OBS004171,P0220,2025-07-12 10:26:46,28.3,37.1,1.4,0.3223,Manuel,Floraison,3.12,2.33,0
OBS004172,P0046,2025-03-07 15:59:48,13.2,87.1,3.2,0.8187,Satellite,Semis,6.88,8.56,0
OBS004173,P0038,2025-02-06 19:44:38,8.8,58.7,0.9,0.5705,Satellite,Levée,1.88,2.56,0
OBS004174,P0078,2024-05-13 12:59:30,18.6,59.3,103.6,0.6641,Station_Sol,Levée,1.9,2.8,1
OBS004175,P0043,2025-05-28 18:41:26,16.8,39.5,2.6,0.5083,Station_Sol,Levée,7.29,7.65,0
OBS004176,P0369,2024-06-23 15:08:33,21.3,88.5,0.5,0.5968,Satellite,Floraison,2.04,1.98,0
OBS004177,P0002,2024-06-02 05:04:37,19.8,64.8,1.4,0.1469,Station_Sol,Floraison,2.03,6.34,1
OBS004178,P0343,2025-06-14 12:00:56,21.5,49.7,8.2,0.7753,Drone,Floraison,6.8,8.54,0
OBS004179,P0020,2025-10-01 06:20:42,16.2,83.5,1.4,0.4766,Drone,Maturation,2.92,2.26,0
OBS004180,P0370,2025-08-02 09:33:54,31.3,60.7,1.2,0.818,Station_Sol,Maturation,2.22,2.65,0
OBS004181,P0361,2024-09-29 06:07:31,20.2,95.0,1.9,0.7799,Satellite,Maturation,5.01,5.64,0
OBS004182,P0102,2024-10-30 17:23:50,18.3,83.5,5.7,0.6187,Station_Sol,Récolte,3.06,2.64,0
OBS004183,P0095,2024-11-18 15:37:51,21.4,73.9,1.4,0.1182,Station_Sol,Maturation,,8.62,1
OBS004184,P0208,2025-07-11 05:19:00,23.9,59.3,1.1,0.6732,Satellite,Floraison,7.05,6.03,0
OBS004185,P0350,2024-04-03 10:12:24,11.4,73.7,5.0,0.4201,Manuel,Levée,4.3,3.24,0
OBS004186,P0242,2024-05-28 10:28:15,18.1,86.5,6.9,0.8148,Satellite,Levée,2.23,2.71,0
OBS004187,P0497,2024-04-27 12:08:55,17.2,81.2,9.0,0.8226,Satellite,Tallage,6.23,6.7,0
OBS004188,P0270,2024-06-17 11:09:17,19.5,39.5,6.8,0.353,Manuel,Floraison,6.74,9.41,0
OBS004189,P0093,2025-04-10 05:19:41,11.2,48.4,15.1,0.6723,Satellite,Tallage,3.38,4.14,0
OBS004190,P0021,2025-03-28 10:51:01,8.7,89.0,5.3,0.7261,Drone,Levée,9.32,8.66,0
OBS004191,P0324,2025-09-09 16:32:42,17.4,72.0,24.2,0.7493,Manuel,Maturation,2.95,2.15,0
OBS004192,P0271,2024-11-14 20:17:48,9.0,88.2,4.5,0.6097,Station_Sol,Maturation,6.36,7.1,0
OBS004193,P0405,2024-04-29 15:50:29,12.6,64.8,8.7,0.3116,Satellite,Tallage,4.46,2.56,0
OBS004194,P0381,2025-01-11 07:07:48,1.4,81.1,3.7,0.3863,Satellite,Récolte,2.96,2.54,0
OBS004195,P0126,2024-05-22 07:53:07,,65.8,3.2,0.456,Satellite,Tallage,1.89,3.07,0
OBS004196,P0063,2024-08-20 15:02:31,27.7,83.4,5.2,0.6327,Station_Sol,Floraison,4.51,3.79,0
OBS004197,P0122,2024-09-25 20:56:54,21.5,70.3,2.4,0.9101,Station_Sol,Maturation,9.72,7.71,0
OBS004198,P0359,2024-07-14 13:16:38,31.0,91.8,3.5,0.5753,Station_Sol,Tallage,4.86,5.84,0
OBS004199,P0292,2025-01-12 08:52:16,-1.1,46.4,17.7,0.0921,Drone,Maturation,0.8,2.11,1
OBS004200,P0406,2025-06-28 16:41:54,22.9,38.8,16.1,0.3867,Station_Sol,Floraison,6.63,8.64,0
OBS004201,P0083,2025-06-05 07:38:49,24.1,91.2,4.9,0.6502,Station_Sol,Tallage,7.52,6.89,0
OBS004202,P0011,2025-01-30 16:21:16,-3.7,66.9,1.7,0.7811,Drone,Maturation,2.18,2.71,0
OBS004203,P0482,2024-09-21 19:16:31,17.0,51.5,9.0,0.8174,Drone,Floraison,11.58,8.56,0
OBS004204,P0128,2025-07-13 11:14:27,26.1,49.2,5.8,0.6182,Drone,Tallage,3.0,3.5,0
OBS004205,P0493,2024-06-06 05:47:05,17.6,37.6,0.7,0.8978,Manuel,Floraison,7.98,8.03,0
OBS004206,P0359,2025-08-09 09:09:00,24.9,89.0,0.9,0.8216,Satellite,Maturation,6.23,6.23,0
OBS004207,P0490,2024-08-28 07:08:45,27.6,90.4,0.1,0.4204,Station_Sol,Maturation,,2.38,0
OBS004208,P0467,2025-01-31 08:58:23,1.9,78.8,0.8,0.8849,Manuel,Récolte,7.73,5.53,0
OBS004209,P0479,2024-04-05 13:02:28,13.7,66.9,10.5,0.7628,Station_Sol,Levée,3.33,3.27,0
OBS004210,P0324,2025-06-19 09:12:03,18.9,,7.6,0.3972,Satellite,Floraison,1.34,3.01,1
OBS004211,P0257,2025-07-10 14:34:55,27.0,59.1,1.3,0.4118,Satellite,Tallage,2.01,2.56,0
OBS004212,P0298,2025-04-25 15:29:40,8.7,42.1,0.8,,Manuel,Tallage,7.71,7.28,0
OBS004213,P0082,2025-01-29 13:03:07,3.2,78.6,1.0,0.6402,Satellite,Récolte,2.64,2.4,0
OBS004214,P0165,2024-06-05 10:42:18,17.4,48.0,0.7,0.8168,Satellite,Tallage,7.22,8.32,0
OBS004215,P0372,2025-03-06 05:45:43,9.9,60.1,4.6,0.5073,Station_Sol,Semis,7.09,9.32,0
OBS004216,P0390,2025-10-31 10:16:25,15.3,42.3,1.5,0.0761,Manuel,Récolte,2.09,3.0,1
OBS004217,P0228,2025-03-20 12:34:05,5.8,72.1,2.6,0.7934,Station_Sol,Levée,8.25,6.97,0
OBS004218,P0281,2024-05-23 06:33:44,25.2,61.3,0.1,0.5329,Satellite,Levée,,7.86,1
OBS004219,P0476,2024-03-20 11:18:01,8.5,73.3,4.8,0.5,Satellite,Levée,6.08,6.77,0
OBS004220,P0118,2025-06-02 07:04:42,20.9,74.9,8.8,0.7668,Station_Sol,Floraison,7.37,5.54,0
OBS004221,P0155,2025-10-06 15:39:43,16.0,78.8,8.1,0.3065,Satellite,Récolte,2.76,3.64,0
OBS004222,P0099,2025-01-29 15:12:59,1.8,71.2,19.4,0.8472,Satellite,Maturation,10.37,8.71,0
OBS004223,P0401,2025-09-24 16:59:19,20.6,43.0,10.4,,Station_Sol,Floraison,8.46,7.28,0
OBS004224,P0027,2024-04-27 11:29:31,20.1,49.2,5.8,0.6581,Station_Sol,Levée,7.69,6.56,0
OBS004225,P0185,2025-08-25 09:10:02,24.5,37.4,9.5,0.5734,Satellite,Maturation,5.69,7.47,0
OBS004226,P0294,2024-03-29 10:08:18,8.1,76.3,1.0,0.6385,Satellite,Levée,7.37,8.84,0
OBS004227,P0234,2024-05-27 06:54:58,20.3,74.6,4.2,0.8225,Manuel,Tallage,3.56,3.26,0
OBS004228,P0041,2024-05-09 17:26:48,11.3,36.9,2.5,0.7437,Drone,Levée,2.16,2.83,0
OBS004229,P0129,2024-04-04 17:36:41,19.2,92.4,9.6,0.9127,Satellite,Levée,6.86,6.43,0
OBS004230,P0092,2025-04-19 12:04:32,12.3,66.9,1.5,0.5714,Drone,Tallage,6.17,6.92,0
OBS004231,P0409,2024-07-07 13:48:57,27.6,80.9,1.9,0.8423,Manuel,Tallage,2.68,2.56,0
OBS004232,P0248,2025-10-21 12:43:52,15.1,53.9,1.8,0.8804,Satellite,Récolte,4.5,6.01,0
OBS004233,P0256,2024-04-14 10:38:32,57.5,84.5,6.3,,Drone,Levée,4.28,6.15,0
OBS004234,P0131,2025-02-22 19:24:42,4.5,44.5,0.4,0.9157,Manuel,Semis,4.55,3.95,0
OBS004235,P0288,2024-08-16 20:41:18,26.1,53.7,0.9,0.7374,Station_Sol,Maturation,3.72,3.7,0
OBS004236,P0240,2024-05-07 16:38:22,12.9,52.0,-6.0,0.5625,Station_Sol,Levée,2.03,1.66,0
OBS004237,P0045,2024-12-06 12:06:02,12.2,40.6,5.0,0.8478,Manuel,Récolte,1.22,2.73,1
OBS004238,P0477,2025-07-05 08:43:50,26.3,67.8,0.5,0.7232,Station_Sol,Tallage,1.89,2.76,0
OBS004239,P0178,2024-03-25 10:07:29,10.4,74.2,16.9,0.3651,Satellite,Levée,4.84,6.46,0
OBS004240,P0490,2024-11-09 14:57:01,56.6,71.2,1.0,0.6421,Drone,Maturation,2.78,1.96,0
OBS004241,P0459,2024-12-14 19:32:37,11.0,42.9,17.7,0.8039,Manuel,Maturation,4.25,5.73,0
OBS004242,P0329,2024-08-16 20:58:37,22.1,41.9,7.7,0.8671,Station_Sol,Floraison,9.95,9.12,0
OBS004243,P0297,2025-01-10 05:37:49,1.9,41.6,4.6,0.6551,Satellite,Récolte,3.01,3.68,0
OBS004244,P0140,2024-12-15 20:58:33,7.9,60.4,13.5,0.4838,Drone,Récolte,3.4,7.55,1
OBS004245,P0457,2025-07-22 20:00:07,24.6,76.2,5.5,0.6388,Manuel,Floraison,7.04,7.11,0
OBS004246,P0391,2025-08-15 13:55:07,23.1,39.1,1.6,0.4375,Drone,Floraison,7.71,8.27,0
OBS004247,P0388,2024-06-06 05:33:04,24.6,77.8,0.7,0.8804,Station_Sol,Tallage,9.5,7.48,0
OBS004248,P0484,2024-04-22 11:50:38,17.5,77.0,8.9,0.8673,Station_Sol,Levée,5.51,5.86,1
OBS004249,P0401,2025-02-10 15:28:56,8.5,60.2,1.9,0.8803,Station_Sol,Semis,5.93,7.96,0
OBS004250,P0373,2024-04-19 17:58:19,14.5,88.9,0.2,0.6954,Manuel,Tallage,10.85,9.3,0
OBS004251,P0499,2025-10-06 11:13:14,15.2,36.2,9.1,0.5971,Station_Sol,Maturation,4.16,3.38,0
OBS004252,P0270,2024-09-23 13:11:42,16.4,,10.6,0.727,Manuel,Maturation,9.54,9.17,0
